Order_ID,Date,Region,SKU,Channel,Price,Quantity,Revenue,Profit,Customer_Type,Return_Flag
RHYS-1284,2024-12-21,Mumbai,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1285,2025-02-17,Pune,Dragon Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1286,2024-11-03,Bengaluru,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1287,2024-07-24,Bengaluru,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1288,2024-07-15,Pune,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1289,2025-01-23,Mumbai,Minimal Logo Tee,Website,600,1,600,306.0,Returning,1
RHYS-1290,2024-03-01,Hyderabad,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1291,2025-01-13,Bengaluru,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1292,2025-02-24,Bengaluru,Streetwear Hoodie,Website,550,1,550,280.5,Returning,0
RHYS-1293,2024-03-01,Bengaluru,Classic Black Tee,College Stall,700,1,700,357.0,Returning,0
RHYS-1294,2024-03-30,Pune,College Pop Tee,College Stall,700,1,700,357.0,New,0
RHYS-1295,2025-01-24,Pune,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1296,2024-04-10,Hyderabad,Dragon Tee,College Stall,550,2,1100,561.0,Returning,0
RHYS-1297,2024-06-13,Mumbai,College Pop Tee,Website,550,2,1100,561.0,New,0
RHYS-1298,2024-10-10,Bengaluru,Minimal Logo Tee,College Stall,550,2,1100,561.0,New,0
RHYS-1299,2024-06-08,Hyderabad,Dragon Tee,Website,650,2,1300,663.0,New,0
RHYS-1300,2024-09-14,Pune,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1301,2024-05-05,Bengaluru,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1302,2025-01-28,Mumbai,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1303,2024-05-12,Pune,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1304,2024-09-06,Pune,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1305,2025-01-07,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1306,2025-01-04,Hyderabad,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1307,2024-08-28,Pune,Dragon Tee,College Stall,650,1,650,331.5,Returning,0
RHYS-1308,2025-01-15,Pune,Minimal Logo Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1309,2025-01-26,Mumbai,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1310,2024-10-31,Pune,Streetwear Hoodie,Website,550,2,1100,561.0,Returning,0
RHYS-1311,2025-01-04,Bengaluru,Classic Black Tee,College Stall,600,2,1200,612.0,New,1
RHYS-1312,2024-08-22,Bengaluru,College Pop Tee,Website,600,2,1200,612.0,Returning,0
RHYS-1313,2024-10-26,Hyderabad,Classic Black Tee,Website,650,1,650,331.5,New,0
RHYS-1314,2025-01-03,Pune,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1315,2024-06-18,Pune,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1316,2024-06-14,Bengaluru,College Pop Tee,Website,550,2,1100,561.0,New,0
RHYS-1317,2024-11-08,Hyderabad,Streetwear Hoodie,Website,600,1,600,306.0,New,0
RHYS-1318,2024-10-29,Mumbai,Minimal Logo Tee,College Stall,700,1,700,357.0,New,0
RHYS-1319,2024-04-15,Bengaluru,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1320,2024-10-14,Bengaluru,Minimal Logo Tee,Website,550,1,550,280.5,Returning,0
RHYS-1321,2024-11-11,Mumbai,Dragon Tee,Website,550,1,550,280.5,Returning,0
RHYS-1322,2024-08-22,Pune,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1323,2024-10-30,Pune,College Pop Tee,Website,550,1,550,280.5,New,0
RHYS-1324,2024-05-07,Bengaluru,College Pop Tee,Website,600,1,600,306.0,New,1
RHYS-1325,2024-11-16,Bengaluru,Minimal Logo Tee,College Stall,650,1,650,331.5,New,0
RHYS-1326,2025-02-06,Hyderabad,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1327,2024-04-29,Pune,Dragon Tee,Website,550,1,550,280.5,Returning,0
RHYS-1328,2024-07-10,Mumbai,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1329,2025-01-11,Pune,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1330,2024-03-09,Pune,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1331,2024-08-11,Hyderabad,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1332,2025-01-15,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1333,2024-10-18,Mumbai,Streetwear Hoodie,College Stall,600,1,600,306.0,Returning,0
RHYS-1334,2024-12-13,Mumbai,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1335,2024-07-28,Bengaluru,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1336,2025-02-19,Pune,Dragon Tee,College Stall,600,1,600,306.0,New,0
RHYS-1337,2024-11-17,Mumbai,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1338,2024-04-05,Hyderabad,Classic Black Tee,Website,600,1,600,306.0,Returning,0
RHYS-1339,2024-11-30,Hyderabad,Classic Black Tee,Website,550,1,550,280.5,Returning,0
RHYS-1340,2025-01-04,Mumbai,Minimal Logo Tee,Website,600,2,1200,612.0,Returning,0
RHYS-1341,2024-11-27,Mumbai,Dragon Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1342,2024-05-06,Bengaluru,Streetwear Hoodie,Website,650,1,650,331.5,Returning,0
RHYS-1343,2024-03-30,Bengaluru,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1344,2025-01-08,Mumbai,Classic Black Tee,Website,650,1,650,331.5,New,0
RHYS-1345,2024-11-16,Pune,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1346,2024-09-19,Bengaluru,Streetwear Hoodie,College Stall,600,1,600,306.0,Returning,0
RHYS-1347,2024-04-14,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1348,2024-12-06,Bengaluru,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1349,2024-08-07,Pune,College Pop Tee,Website,550,1,550,280.5,New,0
RHYS-1350,2024-04-19,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1351,2024-05-10,Mumbai,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1352,2024-10-15,Bengaluru,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1353,2024-09-25,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1354,2024-10-24,Mumbai,College Pop Tee,College Stall,700,1,700,357.0,Returning,0
RHYS-1355,2025-01-23,Mumbai,Dragon Tee,College Stall,650,1,650,331.5,New,0
RHYS-1356,2025-01-10,Hyderabad,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1357,2024-07-07,Pune,Minimal Logo Tee,College Stall,600,1,600,306.0,New,0
RHYS-1358,2024-05-06,Hyderabad,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1359,2024-06-11,Mumbai,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1360,2024-07-17,Hyderabad,Dragon Tee,College Stall,650,1,650,331.5,New,0
RHYS-1361,2024-11-19,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1362,2025-01-10,Hyderabad,Classic Black Tee,Website,650,1,650,331.5,New,0
RHYS-1363,2024-12-16,Mumbai,Minimal Logo Tee,Website,550,1,550,280.5,Returning,0
RHYS-1364,2025-02-17,Bengaluru,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1365,2024-09-05,Hyderabad,Classic Black Tee,Website,600,1,600,306.0,Returning,0
RHYS-1366,2025-01-23,Bengaluru,Streetwear Hoodie,College Stall,550,1,550,280.5,New,0
RHYS-1367,2024-09-11,Hyderabad,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1368,2024-08-09,Mumbai,Minimal Logo Tee,College Stall,550,1,550,280.5,New,0
RHYS-1369,2025-01-30,Bengaluru,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1370,2025-01-02,Mumbai,College Pop Tee,Website,700,1,700,357.0,New,0
RHYS-1371,2025-01-11,Bengaluru,Dragon Tee,College Stall,550,1,550,280.5,New,0
RHYS-1372,2024-07-31,Mumbai,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1373,2024-10-30,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1374,2024-08-28,Mumbai,Streetwear Hoodie,Website,650,1,650,331.5,Returning,0
RHYS-1375,2024-11-17,Bengaluru,College Pop Tee,College Stall,650,1,650,331.5,New,0
RHYS-1376,2024-11-20,Mumbai,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1377,2024-07-04,Hyderabad,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1378,2024-08-15,Mumbai,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1379,2024-03-05,Mumbai,Minimal Logo Tee,College Stall,550,1,550,280.5,New,1
RHYS-1380,2024-05-23,Hyderabad,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1381,2024-11-05,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1382,2024-08-24,Bengaluru,Classic Black Tee,Website,550,1,550,280.5,Returning,0
RHYS-1383,2024-12-14,Pune,Streetwear Hoodie,Website,550,1,550,280.5,New,0
RHYS-1384,2024-03-22,Hyderabad,Classic Black Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1385,2025-02-12,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1386,2025-01-09,Pune,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1387,2025-02-25,Pune,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1388,2024-09-13,Bengaluru,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1389,2024-11-23,Mumbai,College Pop Tee,Website,550,1,550,280.5,Returning,0
RHYS-1390,2025-02-13,Bengaluru,Classic Black Tee,Website,650,2,1300,663.0,Returning,0
RHYS-1391,2024-11-11,Bengaluru,Dragon Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1392,2024-11-24,Bengaluru,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1393,2024-08-15,Mumbai,Dragon Tee,Website,550,2,1100,561.0,New,0
RHYS-1394,2024-04-28,Hyderabad,Dragon Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1395,2024-09-23,Hyderabad,Streetwear Hoodie,Website,550,1,550,280.5,Returning,0
RHYS-1396,2024-09-09,Mumbai,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1397,2024-12-23,Mumbai,College Pop Tee,Website,600,2,1200,612.0,New,0
RHYS-1398,2024-05-29,Pune,Minimal Logo Tee,College Stall,600,2,1200,612.0,Returning,0
RHYS-1399,2025-01-15,Mumbai,College Pop Tee,College Stall,600,2,1200,612.0,Returning,0
RHYS-1400,2024-07-06,Pune,Classic Black Tee,College Stall,650,1,650,331.5,Returning,0
RHYS-1401,2024-11-29,Mumbai,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1402,2024-08-12,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1403,2024-07-26,Mumbai,Streetwear Hoodie,Website,650,1,650,331.5,New,0
RHYS-1404,2024-12-10,Mumbai,Streetwear Hoodie,College Stall,650,1,650,331.5,New,0
RHYS-1405,2024-11-13,Hyderabad,Dragon Tee,Website,550,1,550,280.5,Returning,0
RHYS-1406,2024-09-13,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1407,2024-06-18,Hyderabad,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1408,2024-08-28,Bengaluru,Classic Black Tee,Website,650,1,650,331.5,Returning,0
RHYS-1409,2024-07-16,Pune,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1410,2024-12-03,Bengaluru,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1411,2025-01-10,Pune,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1412,2024-07-12,Bengaluru,College Pop Tee,College Stall,600,1,600,306.0,New,0
RHYS-1413,2024-07-03,Hyderabad,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1414,2024-11-10,Pune,Dragon Tee,College Stall,550,1,550,280.5,New,0
RHYS-1415,2024-07-25,Mumbai,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1416,2024-12-03,Pune,Streetwear Hoodie,Website,550,1,550,280.5,Returning,0
RHYS-1417,2024-10-28,Hyderabad,Classic Black Tee,College Stall,650,1,650,331.5,New,0
RHYS-1418,2024-03-22,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1419,2024-04-11,Mumbai,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1420,2024-10-06,Hyderabad,Minimal Logo Tee,Website,550,2,1100,561.0,New,0
RHYS-1421,2024-03-01,Bengaluru,Classic Black Tee,Website,600,1,600,306.0,Returning,0
RHYS-1422,2024-12-20,Hyderabad,Streetwear Hoodie,College Stall,650,1,650,331.5,New,0
RHYS-1423,2024-10-17,Hyderabad,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1424,2024-12-06,Bengaluru,Minimal Logo Tee,Website,600,2,1200,612.0,Returning,0
RHYS-1425,2024-08-13,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1426,2024-09-26,Hyderabad,College Pop Tee,Website,550,1,550,280.5,Returning,0
RHYS-1427,2024-12-29,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1428,2024-12-01,Mumbai,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1429,2024-11-12,Mumbai,Minimal Logo Tee,College Stall,600,2,1200,612.0,New,0
RHYS-1430,2025-02-01,Bengaluru,College Pop Tee,Website,550,1,550,280.5,New,0
RHYS-1431,2024-09-20,Hyderabad,College Pop Tee,Website,700,1,700,357.0,New,0
RHYS-1432,2024-09-06,Mumbai,Classic Black Tee,Website,700,1,700,357.0,Returning,0
RHYS-1433,2024-05-15,Bengaluru,Dragon Tee,College Stall,600,1,600,306.0,New,0
RHYS-1434,2024-03-28,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1435,2024-12-14,Bengaluru,Dragon Tee,Website,700,1,700,357.0,New,0
RHYS-1436,2024-10-21,Mumbai,Minimal Logo Tee,College Stall,700,1,700,357.0,Returning,0
RHYS-1437,2024-05-02,Hyderabad,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1438,2024-08-21,Mumbai,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1439,2024-10-08,Bengaluru,College Pop Tee,Website,600,2,1200,612.0,Returning,0
RHYS-1440,2024-10-10,Bengaluru,Streetwear Hoodie,Website,600,1,600,306.0,New,0
RHYS-1441,2024-07-12,Hyderabad,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1442,2024-09-21,Pune,College Pop Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1443,2025-01-19,Bengaluru,Minimal Logo Tee,College Stall,600,1,600,306.0,New,0
RHYS-1444,2024-10-15,Bengaluru,Minimal Logo Tee,College Stall,600,2,1200,612.0,Returning,0
RHYS-1445,2024-10-11,Pune,Streetwear Hoodie,Website,700,1,700,357.0,New,0
RHYS-1446,2024-08-23,Pune,Minimal Logo Tee,College Stall,550,1,550,280.5,New,0
RHYS-1447,2024-04-27,Mumbai,Dragon Tee,Website,550,1,550,280.5,Returning,0
RHYS-1448,2024-06-02,Pune,Streetwear Hoodie,College Stall,550,1,550,280.5,New,0
RHYS-1449,2024-08-24,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1450,2025-01-26,Bengaluru,Dragon Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1451,2024-10-05,Pune,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1452,2024-03-06,Hyderabad,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1453,2024-08-24,Mumbai,Streetwear Hoodie,College Stall,550,1,550,280.5,New,0
RHYS-1454,2024-07-21,Mumbai,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1455,2024-04-13,Hyderabad,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1456,2024-11-02,Hyderabad,Streetwear Hoodie,College Stall,600,1,600,306.0,Returning,0
RHYS-1457,2024-07-27,Mumbai,Dragon Tee,Website,700,1,700,357.0,Returning,0
RHYS-1458,2024-11-15,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1459,2024-06-29,Hyderabad,Streetwear Hoodie,Website,600,1,600,306.0,Returning,0
RHYS-1460,2024-04-14,Mumbai,Classic Black Tee,Website,650,1,650,331.5,Returning,0
RHYS-1461,2024-03-28,Mumbai,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1462,2024-04-03,Bengaluru,Dragon Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1463,2024-08-22,Pune,Classic Black Tee,College Stall,600,1,600,306.0,Returning,1
RHYS-1464,2024-10-07,Pune,Classic Black Tee,Website,550,1,550,280.5,Returning,0
RHYS-1465,2024-08-31,Pune,Dragon Tee,College Stall,700,1,700,357.0,New,0
RHYS-1466,2024-11-06,Bengaluru,Minimal Logo Tee,Website,550,2,1100,561.0,Returning,0
RHYS-1467,2024-08-29,Mumbai,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1468,2024-03-13,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1469,2024-12-25,Bengaluru,Dragon Tee,Website,550,2,1100,561.0,Returning,0
RHYS-1470,2024-08-23,Pune,Streetwear Hoodie,Website,650,1,650,331.5,New,0
RHYS-1471,2024-04-12,Mumbai,College Pop Tee,College Stall,650,1,650,331.5,Returning,0
RHYS-1472,2025-02-23,Mumbai,Dragon Tee,Website,650,1,650,331.5,Returning,0
RHYS-1473,2024-07-15,Mumbai,Minimal Logo Tee,Website,700,1,700,357.0,Returning,0
RHYS-1474,2024-12-07,Hyderabad,Dragon Tee,College Stall,650,2,1300,663.0,Returning,0
RHYS-1475,2024-06-24,Bengaluru,Classic Black Tee,College Stall,550,1,550,280.5,New,0
RHYS-1476,2024-07-18,Bengaluru,Classic Black Tee,College Stall,650,1,650,331.5,Returning,0
RHYS-1477,2024-11-26,Mumbai,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1478,2024-11-29,Hyderabad,Classic Black Tee,Website,600,1,600,306.0,Returning,0
RHYS-1479,2024-10-26,Bengaluru,College Pop Tee,Website,650,1,650,331.5,New,0
RHYS-1480,2024-10-22,Pune,Dragon Tee,Website,600,2,1200,612.0,New,0
RHYS-1481,2024-07-02,Mumbai,Dragon Tee,Website,650,1,650,331.5,Returning,0
RHYS-1482,2024-05-18,Mumbai,Classic Black Tee,Website,550,2,1100,561.0,New,0
RHYS-1483,2024-07-14,Bengaluru,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1484,2025-01-08,Mumbai,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1485,2024-11-17,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1486,2024-12-09,Mumbai,Dragon Tee,Website,700,1,700,357.0,New,0
RHYS-1487,2024-08-10,Bengaluru,Streetwear Hoodie,College Stall,600,1,600,306.0,New,0
RHYS-1488,2024-07-24,Pune,Streetwear Hoodie,Website,600,1,600,306.0,New,0
RHYS-1489,2024-11-12,Mumbai,Minimal Logo Tee,Website,550,1,550,280.5,Returning,0
RHYS-1490,2024-04-11,Pune,Dragon Tee,College Stall,550,2,1100,561.0,New,0
RHYS-1491,2025-01-17,Pune,Dragon Tee,College Stall,600,1,600,306.0,New,1
RHYS-1492,2025-01-07,Bengaluru,Classic Black Tee,Website,650,1,650,331.5,Returning,0
RHYS-1493,2024-11-04,Bengaluru,College Pop Tee,College Stall,600,2,1200,612.0,New,0
RHYS-1494,2024-03-09,Mumbai,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1495,2024-11-28,Bengaluru,Dragon Tee,Website,650,1,650,331.5,New,0
RHYS-1496,2024-10-23,Pune,College Pop Tee,College Stall,600,1,600,306.0,New,0
RHYS-1497,2024-10-13,Mumbai,Streetwear Hoodie,College Stall,700,1,700,357.0,New,0
RHYS-1498,2024-11-09,Bengaluru,Dragon Tee,Website,650,1,650,331.5,Returning,0
RHYS-1499,2024-09-16,Mumbai,Dragon Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1500,2024-03-10,Hyderabad,Minimal Logo Tee,Website,550,1,550,280.5,New,0
RHYS-1501,2024-09-18,Bengaluru,College Pop Tee,Website,550,2,1100,561.0,Returning,0
RHYS-1502,2024-03-04,Bengaluru,Streetwear Hoodie,Website,600,1,600,306.0,Returning,1
RHYS-1503,2024-04-02,Bengaluru,Minimal Logo Tee,Website,700,1,700,357.0,New,0
RHYS-1504,2024-08-15,Mumbai,Classic Black Tee,Website,600,2,1200,612.0,New,0
RHYS-1505,2024-09-21,Bengaluru,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1506,2025-02-27,Mumbai,Minimal Logo Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1507,2024-08-04,Pune,Minimal Logo Tee,Website,650,1,650,331.5,New,0
RHYS-1508,2024-11-13,Pune,Streetwear Hoodie,Website,600,1,600,306.0,New,0
RHYS-1509,2024-05-12,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,Returning,0
RHYS-1510,2024-12-17,Pune,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1511,2024-11-26,Bengaluru,Dragon Tee,Website,700,1,700,357.0,Returning,0
RHYS-1512,2024-09-18,Bengaluru,Minimal Logo Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1513,2024-12-20,Mumbai,Streetwear Hoodie,College Stall,600,1,600,306.0,Returning,0
RHYS-1514,2024-07-31,Hyderabad,Dragon Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1515,2024-09-16,Mumbai,Dragon Tee,College Stall,650,1,650,331.5,New,0
RHYS-1516,2024-05-04,Pune,Classic Black Tee,Website,650,2,1300,663.0,Returning,0
RHYS-1517,2024-03-27,Pune,College Pop Tee,Website,650,1,650,331.5,Returning,0
RHYS-1518,2024-11-20,Hyderabad,College Pop Tee,Website,600,1,600,306.0,New,1
RHYS-1519,2024-10-30,Bengaluru,Streetwear Hoodie,College Stall,650,1,650,331.5,New,0
RHYS-1520,2024-08-06,Hyderabad,Classic Black Tee,Website,650,1,650,331.5,Returning,0
RHYS-1521,2024-10-30,Bengaluru,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1522,2024-10-19,Hyderabad,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1523,2025-01-27,Bengaluru,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1524,2024-03-20,Mumbai,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1525,2025-01-21,Bengaluru,College Pop Tee,Website,550,1,550,280.5,New,0
RHYS-1526,2024-04-12,Hyderabad,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1527,2024-09-01,Pune,Streetwear Hoodie,College Stall,600,1,600,306.0,Returning,0
RHYS-1528,2024-03-17,Mumbai,Classic Black Tee,Website,650,1,650,331.5,New,0
RHYS-1529,2024-09-20,Hyderabad,Dragon Tee,College Stall,600,1,600,306.0,New,0
RHYS-1530,2024-06-01,Bengaluru,Classic Black Tee,College Stall,650,1,650,331.5,Returning,0
RHYS-1531,2024-09-27,Mumbai,Streetwear Hoodie,Website,550,2,1100,561.0,Returning,0
RHYS-1532,2024-12-19,Mumbai,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1533,2025-02-02,Bengaluru,Classic Black Tee,Website,650,1,650,331.5,New,0
RHYS-1534,2024-07-14,Bengaluru,Minimal Logo Tee,College Stall,700,1,700,357.0,New,0
RHYS-1535,2024-07-31,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1536,2024-04-28,Bengaluru,Minimal Logo Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1537,2025-02-23,Hyderabad,Minimal Logo Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1538,2024-08-08,Bengaluru,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1539,2025-01-05,Bengaluru,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1540,2025-02-27,Bengaluru,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1541,2025-01-23,Bengaluru,Dragon Tee,College Stall,700,1,700,357.0,New,0
RHYS-1542,2024-03-10,Bengaluru,Minimal Logo Tee,Website,600,1,600,306.0,New,0
RHYS-1543,2024-03-29,Mumbai,Streetwear Hoodie,Website,650,1,650,331.5,Returning,0
RHYS-1544,2024-08-23,Mumbai,College Pop Tee,College Stall,600,1,600,306.0,Returning,0
RHYS-1545,2024-07-25,Pune,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1546,2025-02-17,Bengaluru,Dragon Tee,Website,600,1,600,306.0,Returning,0
RHYS-1547,2024-12-16,Mumbai,College Pop Tee,Website,700,1,700,357.0,New,0
RHYS-1548,2024-08-01,Bengaluru,Dragon Tee,College Stall,650,1,650,331.5,New,0
RHYS-1549,2024-06-03,Bengaluru,Dragon Tee,Website,700,1,700,357.0,New,0
RHYS-1550,2025-01-10,Pune,College Pop Tee,Website,550,2,1100,561.0,New,0
RHYS-1551,2024-05-05,Bengaluru,Classic Black Tee,Website,600,1,600,306.0,Returning,0
RHYS-1552,2024-10-22,Bengaluru,College Pop Tee,Website,650,1,650,331.5,Returning,0
RHYS-1553,2025-02-02,Pune,College Pop Tee,Website,600,1,600,306.0,Returning,0
RHYS-1554,2024-06-11,Pune,Streetwear Hoodie,Website,600,1,600,306.0,New,0
RHYS-1555,2024-04-27,Pune,Dragon Tee,Website,600,1,600,306.0,Returning,1
RHYS-1556,2025-01-23,Mumbai,Minimal Logo Tee,Website,550,1,550,280.5,Returning,0
RHYS-1557,2024-04-05,Bengaluru,Dragon Tee,Website,650,1,650,331.5,Returning,0
RHYS-1558,2024-05-28,Pune,Dragon Tee,Website,550,1,550,280.5,New,0
RHYS-1559,2024-12-15,Mumbai,Dragon Tee,Website,600,1,600,306.0,New,0
RHYS-1560,2024-09-11,Bengaluru,Dragon Tee,College Stall,550,1,550,280.5,Returning,0
RHYS-1561,2024-06-06,Hyderabad,Dragon Tee,Website,700,1,700,357.0,Returning,1
RHYS-1562,2024-04-13,Mumbai,Minimal Logo Tee,Website,650,2,1300,663.0,New,0
RHYS-1563,2024-03-19,Pune,College Pop Tee,Website,600,1,600,306.0,New,0
RHYS-1564,2024-05-25,Mumbai,Classic Black Tee,College Stall,650,2,1300,663.0,New,0
RHYS-1565,2024-10-04,Mumbai,Classic Black Tee,Website,600,1,600,306.0,New,0
RHYS-1566,2024-10-28,Mumbai,Classic Black Tee,Website,550,1,550,280.5,New,0
RHYS-1567,2024-06-10,Mumbai,Dragon Tee,College Stall,600,1,600,306.0,Returning,1
RHYS-1568,2025-01-24,Pune,Streetwear Hoodie,Website,700,2,1400,714.0,Returning,0
RHYS-1569,2024-07-13,Hyderabad,Dragon Tee,Website,550,1,550,280.5,New,0
